"CodeSystem Code","CodeSystem Name","Valueset Category Name","Valueset Name","Concept Code","Concept Name"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",134527,"Nelfinavir"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",134526,"Viracept"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306298,"Stribild (cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300) Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306297,"Stribild Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306296,"Stribild Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306295,"cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil Oral Tablet [Stribild]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306294,"cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG [Stribild]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306293,"Stribild"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306292,"cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306291,"cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306290,"cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306289,"cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306288,"cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306287,"elvitegravir 150 MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306286,"elvitegravir"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306285,"cobicistat 150 MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1306284,"cobicistat"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1297007,"ISENTRESS Chewable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1296770,"Viracept Oral Powder Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1295865,"Viread Oral Powder Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1295588,"Didanosine Chewable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1295148,"tenofovir disoproxil Oral Powder Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1295040,"Nelfinavir Oral Powder Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1294702,"Lozenge Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1294701,"Buccal Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",128790,"Polytrim"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250723,"Intelence 25 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250722,"etravirine 25 MG [Intelence]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250721,"etravirine 25 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250720,"etravirine 25 MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250672,"Lidovir (acyclovir 4 % / lidocaine hydrochloride 4 % ) Topical Ointment"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250671,"Lidovir Topical Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250670,"Acyclovir / Lidocaine Topical Ointment [Lidovir]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250669,"Acyclovir 0.04 MG/MG / Lidocaine Hydrochloride 0.04 MG/MG [Lidovir]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250668,"Lidovir"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250667,"Acyclovir 0.04 MG/MG / Lidocaine Hydrochloride 0.04 MG/MG Topical Ointment"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250666,"Acyclovir / Lidocaine"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250665,"Acyclovir / Lidocaine Topical Ointment"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250664,"Acyclovir / Lidocaine Topical Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1250663,"Acyclovir 0.04 MG/MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243346,"Viread 0.04 MG/MG Oral Powder"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243345,"tenofovir disoproxil Oral Powder [Viread]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243344,"Tenofovir disoproxil fumarate 0.04 MG/MG [Viread]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243343,"Tenofovir disoproxil fumarate 0.04 MG/MG Oral Powder"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243342,"tenofovir disoproxil Oral Powder"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243341,"Tenofovir disoproxil fumarate 0.04 MG/MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243330,"Viread 200 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243329,"Tenofovir disoproxil fumarate 200 MG [Viread]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243328,"Tenofovir disoproxil fumarate 200 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243327,"Tenofovir disoproxil fumarate 200 MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243326,"Viread 150 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243325,"Tenofovir disoproxil fumarate 150 MG [Viread]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243324,"Tenofovir disoproxil fumarate 150 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243323,"Tenofovir disoproxil fumarate 150 MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243229,"Viread 250 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243228,"Tenofovir disoproxil fumarate 250 MG [Viread]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243227,"Tenofovir disoproxil fumarate 250 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1243226,"Tenofovir disoproxil fumarate 250 MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1236632,"Prezista 100 MG/ML Oral Suspension"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1236631,"Prezista Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1236630,"darunavir Oral Suspension [Prezista]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1236629,"darunavir 100 MG/ML [Prezista]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1236628,"darunavir 100 MG/ML Oral Suspension"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1236627,"darunavir Oral Suspension"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1236626,"darunavir Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1236625,"darunavir 100 MG/ML"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235595,"ISENTRESS 25 MG Chewable Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235594,"raltegravir 25 MG [ISENTRESS]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235593,"raltegravir 25 MG Chewable Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235592,"raltegravir 25 MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235591,"ISENTRESS 100 MG Chewable Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235590,"raltegravir Chewable Tablet [ISENTRESS]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235589,"raltegravir 100 MG [ISENTRESS]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235588,"raltegravir 100 MG Chewable Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235587,"raltegravir Chewable Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1235586,"raltegravir 100 MG"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232617,"DaunoXome 2 MG/ML Injectable Solution"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232616,"DAUNOrubicin Liposomal Injectable Solution [DaunoXome]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232615,"DAUNOrubicin Liposomal 2 MG/ML [DaunoXome]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232418,"Onmel 200 MG Oral Tablet"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232417,"Onmel Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232416,"Onmel Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232415,"Itraconazole Oral Tablet [Onmel]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232414,"Itraconazole 200 MG [Onmel]"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1232413,"Onmel"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187773,"Venoglobulin-S 10% Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187668,"Zirgan Ophthalmic Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187397,"Vivaglobin Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187271,"Zerit Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187270,"Zerit Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187269,"Zerit Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187176,"Vitrasert Drug Implant Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187173,"Vistide Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187140,"Valcyte Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187139,"Valcyte Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1187138,"Valcyte Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186974,"Viread Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186973,"Viread Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186809,"Viramune Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186808,"Viramune Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186807,"Viramune Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186804,"Viracept Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186803,"Viracept Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186590,"Videx Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186589,"Videx Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186588,"Videx Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186587,"Videx EC Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186586,"Videx EC Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186580,"Victrelis Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186579,"Victrelis Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186466,"Zovirax Topical Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186465,"Zovirax Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186464,"Zovirax Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186463,"Zovirax Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186419,"Xerese Topical Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186158,"Lexiva Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186157,"Lexiva Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1186156,"Lexiva Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1185615,"Truvada Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1185614,"Truvada Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1185594,"Trizivir Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1185593,"Trizivir Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1185473,"Sustiva Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1185472,"Sustiva Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184733,"Rimactane Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184732,"Rimactane Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184719,"Rifater Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184718,"Rifater Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184717,"Rifamate Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184716,"Rifamate Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184715,"Rifadin Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184714,"Rifadin Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184711,"Rifadin IV Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184364,"Trimpex Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184363,"Trimpex Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1184053,"Polytrim Ophthalmic Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1183776,"Sulfatrim Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1183775,"Sulfatrim Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1183529,"Polygam S/D Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1183051,"Reyataz Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1183050,"Reyataz Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1182542,"Retrovir Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1182541,"Retrovir Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1182540,"Retrovir Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1182538,"Retrovir Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1181886,"Rescriptor Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1181885,"Rescriptor Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1180698,"Proleukin Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1180526,"Octagam Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1180165,"Septra Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1180164,"Septra Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1180159,"Septra Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1178922,"Privigen Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1178271,"Primsol Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1178270,"Primsol Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177776,"Sporanox Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177775,"Sporanox Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177774,"Sporanox Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177773,"Sporanox Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177659,"Prezista Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177658,"Prezista Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177580,"Norvir Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177579,"Norvir Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1177578,"Norvir Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175949,"Emtriva Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175948,"Emtriva Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175947,"Emtriva Oral Liquid Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175770,"Carimune Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175568,"Ancobon Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175567,"Ancobon Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175395,"Gamunex Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175390,"Gammar Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175389,"Gammaplex Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175388,"Gammaked Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175387,"Gammagard S/D Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175386,"Gammagard Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1175381,"GamaSTAN Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1174702,"Fuzeon Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1174489,"Cytovene Injectable Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1173456,"Invirase Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1173455,"Invirase Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1173437,"Intelence Pill"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1173436,"Intelence Oral Product"
"2.16.840.1.113883.6.88","RxNorm","HIV/AIDS information sensitivity","HIV-Related-Medications-RxNorm",1173062,"Crixivan Pill"
